NewID,OriginalID,Goodsample,Cutoffmanual,gap_manual,species,donor,0h read 1,0h read2,2h read1,2h read2,8h read1,8h read2
StrainAtlasProphage_313,GA-05_B12,1,10,,Parabacteroides_merdae,H270,BP3_1_GA-05-0h_B12_R1_001.fastq.gz,BP3_1_GA-05-0h_B12_R2_001.fastq.gz,BP3_1_GA-05-2h_B12_R1_001.fastq.gz,BP3_1_GA-05-2h_B12_R2_001.fastq.gz,BP3_1_GA-05-8h_B12_R1_001.fastq.gz,BP3_1_GA-05-8h_B12_R2_001.fastq.gz
StrainAtlasProphage_314,GA-05_C01,1,,,Parabacteroides_merdae,H158,BP3_1_GA-05-0h_C01_R1_001.fastq.gz,BP3_1_GA-05-0h_C01_R2_001.fastq.gz,BP3_1_GA-05-2h_C01_R1_001.fastq.gz,BP3_1_GA-05-2h_C01_R2_001.fastq.gz,BP3_1_GA-05-8h_C01_R1_001.fastq.gz,BP3_1_GA-05-8h_C01_R2_001.fastq.gz
StrainAtlasProphage_315,GA-05_C02,1,,,Parabacteroides_distasonis,P46,BP3_1_GA-05-0h_C02_R1_001.fastq.gz,BP3_1_GA-05-0h_C02_R2_001.fastq.gz,BP3_1_GA-05-2h_C02_R1_001.fastq.gz,BP3_1_GA-05-2h_C02_R2_001.fastq.gz,BP3_1_GA-05-8h_C02_R1_001.fastq.gz,BP3_1_GA-05-8h_C02_R2_001.fastq.gz
StrainAtlasProphage_316,GA-05_C03,1,,,Bacteroides_cellulosilyticus,P48,BP3_1_GA-05-0h_C03_R1_001.fastq.gz,BP3_1_GA-05-0h_C03_R2_001.fastq.gz,BP3_1_GA-05-2h_C03_R1_001.fastq.gz,BP3_1_GA-05-2h_C03_R2_001.fastq.gz,BP3_1_GA-05-8h_C03_R1_001.fastq.gz,BP3_1_GA-05-8h_C03_R2_001.fastq.gz
StrainAtlasProphage_317,GA-05_C05,1,10,,Parabacteroides_merdae,H277,BP3_1_GA-05-0h_C05_R1_001.fastq.gz,BP3_1_GA-05-0h_C05_R2_001.fastq.gz,BP3_1_GA-05-2h_C05_R1_001.fastq.gz,BP3_1_GA-05-2h_C05_R2_001.fastq.gz,BP3_1_GA-05-8h_C05_R1_001.fastq.gz,BP3_1_GA-05-8h_C05_R2_001.fastq.gz
StrainAtlasProphage_318,GA-05_C06,1,,,Parabacteroides_goldsteinii,H282,BP3_1_GA-05-0h_C06_R1_001.fastq.gz,BP3_1_GA-05-0h_C06_R2_001.fastq.gz,BP3_1_GA-05-2h_C06_R1_001.fastq.gz,BP3_1_GA-05-2h_C06_R2_001.fastq.gz,BP3_1_GA-05-8h_C06_R1_001.fastq.gz,BP3_1_GA-05-8h_C06_R2_001.fastq.gz
StrainAtlasProphage_319,GA-05_C07,1,2.5,5,Bacteroides_ovatus,H272,BP3_1_GA-05-0h_C07_R1_001.fastq.gz,BP3_1_GA-05-0h_C07_R2_001.fastq.gz,BP3_1_GA-05-2h_C07_R1_001.fastq.gz,BP3_1_GA-05-2h_C07_R2_001.fastq.gz,BP3_1_GA-05-8h_C07_R1_001.fastq.gz,BP3_1_GA-05-8h_C07_R2_001.fastq.gz
StrainAtlasProphage_320,GA-05_C08,1,,,Bacteroides_uniformis,H271,BP3_1_GA-05-0h_C08_R1_001.fastq.gz,BP3_1_GA-05-0h_C08_R2_001.fastq.gz,BP3_1_GA-05-2h_C08_R1_001.fastq.gz,BP3_1_GA-05-2h_C08_R2_001.fastq.gz,BP3_1_GA-05-8h_C08_R1_001.fastq.gz,BP3_1_GA-05-8h_C08_R2_001.fastq.gz
StrainAtlasProphage_321,GA-05_C10,1,10,,Parabacteroides_merdae,H256,BP3_1_GA-05-0h_C10_R1_001.fastq.gz,BP3_1_GA-05-0h_C10_R2_001.fastq.gz,BP3_1_GA-05-2h_C10_R1_001.fastq.gz,BP3_1_GA-05-2h_C10_R2_001.fastq.gz,BP3_1_GA-05-8h_C10_R1_001.fastq.gz,BP3_1_GA-05-8h_C10_R2_001.fastq.gz
StrainAtlasProphage_322,GA-05_C11,1,,,Parabacteroides_distasonis,H279,BP3_1_GA-05-0h_C11_R1_001.fastq.gz,BP3_1_GA-05-0h_C11_R2_001.fastq.gz,BP3_1_GA-05-2h_C11_R1_001.fastq.gz,BP3_1_GA-05-2h_C11_R2_001.fastq.gz,BP3_1_GA-05-8h_C11_R1_001.fastq.gz,BP3_1_GA-05-8h_C11_R2_001.fastq.gz
StrainAtlasProphage_323,GA-05_C12,1,,,Bacteroides_uniformis,H263,BP3_1_GA-05-0h_C12_R1_001.fastq.gz,BP3_1_GA-05-0h_C12_R2_001.fastq.gz,BP3_1_GA-05-2h_C12_R1_001.fastq.gz,BP3_1_GA-05-2h_C12_R2_001.fastq.gz,BP3_1_GA-05-8h_C12_R1_001.fastq.gz,BP3_1_GA-05-8h_C12_R2_001.fastq.gz
StrainAtlasProphage_324,GA-05_D02,1,,,Bacteroides_uniformis,P46,BP3_1_GA-05-0h_D02_R1_001.fastq.gz,BP3_1_GA-05-0h_D02_R2_001.fastq.gz,BP3_1_GA-05-2h_D02_R1_001.fastq.gz,BP3_1_GA-05-2h_D02_R2_001.fastq.gz,BP3_1_GA-05-8h_D02_R1_001.fastq.gz,BP3_1_GA-05-8h_D02_R2_001.fastq.gz
StrainAtlasProphage_325,GA-05_D03,1,,,Parabacteroides_merdae,P33,BP3_1_GA-05-0h_D03_R1_001.fastq.gz,BP3_1_GA-05-0h_D03_R2_001.fastq.gz,BP3_1_GA-05-2h_D03_R1_001.fastq.gz,BP3_1_GA-05-2h_D03_R2_001.fastq.gz,BP3_1_GA-05-8h_D03_R1_001.fastq.gz,BP3_1_GA-05-8h_D03_R2_001.fastq.gz
StrainAtlasProphage_326,GA-05_D04,1,,,Bacteroides_ovatus,H278,BP3_1_GA-05-0h_D04_R1_001.fastq.gz,BP3_1_GA-05-0h_D04_R2_001.fastq.gz,BP3_1_GA-05-2h_D04_R1_001.fastq.gz,BP3_1_GA-05-2h_D04_R2_001.fastq.gz,BP3_1_GA-05-8h_D04_R1_001.fastq.gz,BP3_1_GA-05-8h_D04_R2_001.fastq.gz
StrainAtlasProphage_327,GA-05_D05,1,,,Bacteroides_fragilis,H292,BP3_1_GA-05-0h_D05_R1_001.fastq.gz,BP3_1_GA-05-0h_D05_R2_001.fastq.gz,BP3_1_GA-05-2h_D05_R1_001.fastq.gz,BP3_1_GA-05-2h_D05_R2_001.fastq.gz,BP3_1_GA-05-8h_D05_R1_001.fastq.gz,BP3_1_GA-05-8h_D05_R2_001.fastq.gz
StrainAtlasProphage_328,GA-05_D06,1,,,Parabacteroides_merdae,H275,BP3_1_GA-05-0h_D06_R1_001.fastq.gz,BP3_1_GA-05-0h_D06_R2_001.fastq.gz,BP3_1_GA-05-2h_D06_R1_001.fastq.gz,BP3_1_GA-05-2h_D06_R2_001.fastq.gz,BP3_1_GA-05-8h_D06_R1_001.fastq.gz,BP3_1_GA-05-8h_D06_R2_001.fastq.gz
StrainAtlasProphage_329,GA-05_D07,1,,,Bacteroides_xylanisolvens,H272,BP3_1_GA-05-0h_D07_R1_001.fastq.gz,BP3_1_GA-05-0h_D07_R2_001.fastq.gz,BP3_1_GA-05-2h_D07_R1_001.fastq.gz,BP3_1_GA-05-2h_D07_R2_001.fastq.gz,BP3_1_GA-05-8h_D07_R1_001.fastq.gz,BP3_1_GA-05-8h_D07_R2_001.fastq.gz
StrainAtlasProphage_330,GA-05_D08,1,,,Parabacteroides_distasonis,H271,BP3_1_GA-05-0h_D08_R1_001.fastq.gz,BP3_1_GA-05-0h_D08_R2_001.fastq.gz,BP3_1_GA-05-2h_D08_R1_001.fastq.gz,BP3_1_GA-05-2h_D08_R2_001.fastq.gz,BP3_1_GA-05-8h_D08_R1_001.fastq.gz,BP3_1_GA-05-8h_D08_R2_001.fastq.gz
StrainAtlasProphage_331,GA-05_D09,1,,,Bacteroides_ovatus,H258,BP3_1_GA-05-0h_D09_R1_001.fastq.gz,BP3_1_GA-05-0h_D09_R2_001.fastq.gz,BP3_1_GA-05-2h_D09_R1_001.fastq.gz,BP3_1_GA-05-2h_D09_R2_001.fastq.gz,BP3_1_GA-05-8h_D09_R1_001.fastq.gz,BP3_1_GA-05-8h_D09_R2_001.fastq.gz
StrainAtlasProphage_332,GA-05_D10,1,,,Bacteroides_caccae,H256,BP3_1_GA-05-0h_D10_R1_001.fastq.gz,BP3_1_GA-05-0h_D10_R2_001.fastq.gz,BP3_1_GA-05-2h_D10_R1_001.fastq.gz,BP3_1_GA-05-2h_D10_R2_001.fastq.gz,BP3_1_GA-05-8h_D10_R1_001.fastq.gz,BP3_1_GA-05-8h_D10_R2_001.fastq.gz
StrainAtlasProphage_333,GA-05_D12,1,,,Bacteroides_caccae,H263,BP3_1_GA-05-0h_D12_R1_001.fastq.gz,BP3_1_GA-05-0h_D12_R2_001.fastq.gz,BP3_1_GA-05-2h_D12_R1_001.fastq.gz,BP3_1_GA-05-2h_D12_R2_001.fastq.gz,BP3_1_GA-05-8h_D12_R1_001.fastq.gz,BP3_1_GA-05-8h_D12_R2_001.fastq.gz
StrainAtlasProphage_334,GA-05_E01,1,,,Parabacteroides_distasonis,H159,BP3_1_GA-05-0h_E01_R1_001.fastq.gz,BP3_1_GA-05-0h_E01_R2_001.fastq.gz,BP3_1_GA-05-2h_E01_R1_001.fastq.gz,BP3_1_GA-05-2h_E01_R2_001.fastq.gz,BP3_1_GA-05-8h_E01_R1_001.fastq.gz,BP3_1_GA-05-8h_E01_R2_001.fastq.gz
StrainAtlasProphage_335,GA-05_E02,1,,,Parabacteroides_merdae,P46,BP3_1_GA-05-0h_E02_R1_001.fastq.gz,BP3_1_GA-05-0h_E02_R2_001.fastq.gz,BP3_1_GA-05-2h_E02_R1_001.fastq.gz,BP3_1_GA-05-2h_E02_R2_001.fastq.gz,BP3_1_GA-05-8h_E02_R1_001.fastq.gz,BP3_1_GA-05-8h_E02_R2_001.fastq.gz
StrainAtlasProphage_336,GA-05_E03,1,,,Parabacteroides_distasonis,P33,BP3_1_GA-05-0h_E03_R1_001.fastq.gz,BP3_1_GA-05-0h_E03_R2_001.fastq.gz,BP3_1_GA-05-2h_E03_R1_001.fastq.gz,BP3_1_GA-05-2h_E03_R2_001.fastq.gz,BP3_1_GA-05-8h_E03_R1_001.fastq.gz,BP3_1_GA-05-8h_E03_R2_001.fastq.gz
StrainAtlasProphage_337,GA-05_E04,1,,,Bacteroides_uniformis,H274,BP3_1_GA-05-0h_E04_R1_001.fastq.gz,BP3_1_GA-05-0h_E04_R2_001.fastq.gz,BP3_1_GA-05-2h_E04_R1_001.fastq.gz,BP3_1_GA-05-2h_E04_R2_001.fastq.gz,BP3_1_GA-05-8h_E04_R1_001.fastq.gz,BP3_1_GA-05-8h_E04_R2_001.fastq.gz
StrainAtlasProphage_338,GA-05_E06,1,,,Parabacteroides_distasonis,H275,BP3_1_GA-05-0h_E06_R1_001.fastq.gz,BP3_1_GA-05-0h_E06_R2_001.fastq.gz,BP3_1_GA-05-2h_E06_R1_001.fastq.gz,BP3_1_GA-05-2h_E06_R2_001.fastq.gz,BP3_1_GA-05-8h_E06_R1_001.fastq.gz,BP3_1_GA-05-8h_E06_R2_001.fastq.gz
StrainAtlasProphage_339,GA-05_E07,1,,,Parabacteroides_distasonis,H272,BP3_1_GA-05-0h_E07_R1_001.fastq.gz,BP3_1_GA-05-0h_E07_R2_001.fastq.gz,BP3_1_GA-05-2h_E07_R1_001.fastq.gz,BP3_1_GA-05-2h_E07_R2_001.fastq.gz,BP3_1_GA-05-8h_E07_R1_001.fastq.gz,BP3_1_GA-05-8h_E07_R2_001.fastq.gz
StrainAtlasProphage_340,GA-05_E08,1,,,Bacteroides_ovatus,H253,BP3_1_GA-05-0h_E08_R1_001.fastq.gz,BP3_1_GA-05-0h_E08_R2_001.fastq.gz,BP3_1_GA-05-2h_E08_R1_001.fastq.gz,BP3_1_GA-05-2h_E08_R2_001.fastq.gz,BP3_1_GA-05-8h_E08_R1_001.fastq.gz,BP3_1_GA-05-8h_E08_R2_001.fastq.gz
StrainAtlasProphage_341,GA-05_E09,1,15,,Parabacteroides_merdae,H258,BP3_1_GA-05-0h_E09_R1_001.fastq.gz,BP3_1_GA-05-0h_E09_R2_001.fastq.gz,BP3_1_GA-05-2h_E09_R1_001.fastq.gz,BP3_1_GA-05-2h_E09_R2_001.fastq.gz,BP3_1_GA-05-8h_E09_R1_001.fastq.gz,BP3_1_GA-05-8h_E09_R2_001.fastq.gz
StrainAtlasProphage_342,GA-05_E10,1,,,Bacteroides_uniformis,H255,BP3_1_GA-05-0h_E10_R1_001.fastq.gz,BP3_1_GA-05-0h_E10_R2_001.fastq.gz,BP3_1_GA-05-2h_E10_R1_001.fastq.gz,BP3_1_GA-05-2h_E10_R2_001.fastq.gz,BP3_1_GA-05-8h_E10_R1_001.fastq.gz,BP3_1_GA-05-8h_E10_R2_001.fastq.gz
StrainAtlasProphage_343,GA-05_E11,1,,,Bacteroides_thetaiotaomicron,H254,BP3_1_GA-05-0h_E11_R1_001.fastq.gz,BP3_1_GA-05-0h_E11_R2_001.fastq.gz,BP3_1_GA-05-2h_E11_R1_001.fastq.gz,BP3_1_GA-05-2h_E11_R2_001.fastq.gz,BP3_1_GA-05-8h_E11_R1_001.fastq.gz,BP3_1_GA-05-8h_E11_R2_001.fastq.gz
StrainAtlasProphage_344,GA-05_E12,1,,,Parabacteroides_distasonis,H263,BP3_1_GA-05-0h_E12_R1_001.fastq.gz,BP3_1_GA-05-0h_E12_R2_001.fastq.gz,BP3_1_GA-05-2h_E12_R1_001.fastq.gz,BP3_1_GA-05-2h_E12_R2_001.fastq.gz,BP3_1_GA-05-8h_E12_R1_001.fastq.gz,BP3_1_GA-05-8h_E12_R2_001.fastq.gz
StrainAtlasProphage_345,GA-05_F01,1,15,,Parabacteroides_merdae,H159,BP3_1_GA-05-0h_F01_R1_001.fastq.gz,BP3_1_GA-05-0h_F01_R2_001.fastq.gz,BP3_1_GA-05-2h_F01_R1_001.fastq.gz,BP3_1_GA-05-2h_F01_R2_001.fastq.gz,BP3_1_GA-05-8h_F01_R1_001.fastq.gz,BP3_1_GA-05-8h_F01_R2_001.fastq.gz
StrainAtlasProphage_346,GA-05_F03,1,,,Bacteroides_fragilis,P75,BP3_1_GA-05-0h_F03_R1_001.fastq.gz,BP3_1_GA-05-0h_F03_R2_001.fastq.gz,BP3_1_GA-05-2h_F03_R1_001.fastq.gz,BP3_1_GA-05-2h_F03_R2_001.fastq.gz,BP3_1_GA-05-8h_F03_R1_001.fastq.gz,BP3_1_GA-05-8h_F03_R2_001.fastq.gz
StrainAtlasProphage_347,GA-05_F05,1,,,Bacteroides_caccae,H283,BP3_1_GA-05-0h_F05_R1_001.fastq.gz,BP3_1_GA-05-0h_F05_R2_001.fastq.gz,BP3_1_GA-05-2h_F05_R1_001.fastq.gz,BP3_1_GA-05-2h_F05_R2_001.fastq.gz,BP3_1_GA-05-8h_F05_R1_001.fastq.gz,BP3_1_GA-05-8h_F05_R2_001.fastq.gz
StrainAtlasProphage_348,GA-05_F06,1,,,Phocaeicola_dorei,H276,BP3_1_GA-05-0h_F06_R1_001.fastq.gz,BP3_1_GA-05-0h_F06_R2_001.fastq.gz,BP3_1_GA-05-2h_F06_R1_001.fastq.gz,BP3_1_GA-05-2h_F06_R2_001.fastq.gz,BP3_1_GA-05-8h_F06_R1_001.fastq.gz,BP3_1_GA-05-8h_F06_R2_001.fastq.gz
StrainAtlasProphage_349,GA-05_F07,1,,,Phocaeicola_vulgatus,H272,BP3_1_GA-05-0h_F07_R1_001.fastq.gz,BP3_1_GA-05-0h_F07_R2_001.fastq.gz,BP3_1_GA-05-2h_F07_R1_001.fastq.gz,BP3_1_GA-05-2h_F07_R2_001.fastq.gz,BP3_1_GA-05-8h_F07_R1_001.fastq.gz,BP3_1_GA-05-8h_F07_R2_001.fastq.gz
StrainAtlasProphage_350,GA-05_F08,1,10,,Parabacteroides_merdae,H253,BP3_1_GA-05-0h_F08_R1_001.fastq.gz,BP3_1_GA-05-0h_F08_R2_001.fastq.gz,BP3_1_GA-05-2h_F08_R1_001.fastq.gz,BP3_1_GA-05-2h_F08_R2_001.fastq.gz,BP3_1_GA-05-8h_F08_R1_001.fastq.gz,BP3_1_GA-05-8h_F08_R2_001.fastq.gz
StrainAtlasProphage_351,GA-05_F09,1,,,Parabacteroides_distasonis,H258,BP3_1_GA-05-0h_F09_R1_001.fastq.gz,BP3_1_GA-05-0h_F09_R2_001.fastq.gz,BP3_1_GA-05-2h_F09_R1_001.fastq.gz,BP3_1_GA-05-2h_F09_R2_001.fastq.gz,BP3_1_GA-05-8h_F09_R1_001.fastq.gz,BP3_1_GA-05-8h_F09_R2_001.fastq.gz
StrainAtlasProphage_352,GA-05_F10,1,20,,Phocaeicola_vulgatus,H255,BP3_1_GA-05-0h_F10_R1_001.fastq.gz,BP3_1_GA-05-0h_F10_R2_001.fastq.gz,BP3_1_GA-05-2h_F10_R1_001.fastq.gz,BP3_1_GA-05-2h_F10_R2_001.fastq.gz,BP3_1_GA-05-8h_F10_R1_001.fastq.gz,BP3_1_GA-05-8h_F10_R2_001.fastq.gz
StrainAtlasProphage_353,GA-05_F11,1,,,Bacteroides_xylanisolvens,H266,BP3_1_GA-05-0h_F11_R1_001.fastq.gz,BP3_1_GA-05-0h_F11_R2_001.fastq.gz,BP3_1_GA-05-2h_F11_R1_001.fastq.gz,BP3_1_GA-05-2h_F11_R2_001.fastq.gz,BP3_1_GA-05-8h_F11_R1_001.fastq.gz,BP3_1_GA-05-8h_F11_R2_001.fastq.gz
StrainAtlasProphage_354,GA-05_F12,1,,,Bacteroides_intestinigallinarum,H263,BP3_1_GA-05-0h_F12_R1_001.fastq.gz,BP3_1_GA-05-0h_F12_R2_001.fastq.gz,BP3_1_GA-05-2h_F12_R1_001.fastq.gz,BP3_1_GA-05-2h_F12_R2_001.fastq.gz,BP3_1_GA-05-8h_F12_R1_001.fastq.gz,BP3_1_GA-05-8h_F12_R2_001.fastq.gz
StrainAtlasProphage_355,GA-05_G01,1,,,Bacteroides_uniformis,H159,BP3_1_GA-05-0h_G01_R1_001.fastq.gz,BP3_1_GA-05-0h_G01_R2_001.fastq.gz,BP3_1_GA-05-2h_G01_R1_001.fastq.gz,BP3_1_GA-05-2h_G01_R2_001.fastq.gz,BP3_1_GA-05-8h_G01_R1_001.fastq.gz,BP3_1_GA-05-8h_G01_R2_001.fastq.gz
StrainAtlasProphage_356,GA-05_G02,1,20,,Parabacteroides_merdae,P23,BP3_1_GA-05-0h_G02_R1_001.fastq.gz,BP3_1_GA-05-0h_G02_R2_001.fastq.gz,BP3_1_GA-05-2h_G02_R1_001.fastq.gz,BP3_1_GA-05-2h_G02_R2_001.fastq.gz,BP3_1_GA-05-8h_G02_R1_001.fastq.gz,BP3_1_GA-05-8h_G02_R2_001.fastq.gz
StrainAtlasProphage_357,GA-05_G04,1,,,Bacteroides_cellulosilyticus,H274,BP3_1_GA-05-0h_G04_R1_001.fastq.gz,BP3_1_GA-05-0h_G04_R2_001.fastq.gz,BP3_1_GA-05-2h_G04_R1_001.fastq.gz,BP3_1_GA-05-2h_G04_R2_001.fastq.gz,BP3_1_GA-05-8h_G04_R1_001.fastq.gz,BP3_1_GA-05-8h_G04_R2_001.fastq.gz
StrainAtlasProphage_358,GA-05_G05,1,10,,Parabacteroides_merdae,H283,BP3_1_GA-05-0h_G05_R1_001.fastq.gz,BP3_1_GA-05-0h_G05_R2_001.fastq.gz,BP3_1_GA-05-2h_G05_R1_001.fastq.gz,BP3_1_GA-05-2h_G05_R2_001.fastq.gz,BP3_1_GA-05-8h_G05_R1_001.fastq.gz,BP3_1_GA-05-8h_G05_R2_001.fastq.gz
StrainAtlasProphage_359,GA-05_G09,1,,,Bacteroides_uniformis,H252,BP3_1_GA-05-0h_G09_R1_001.fastq.gz,BP3_1_GA-05-0h_G09_R2_001.fastq.gz,BP3_1_GA-05-2h_G09_R1_001.fastq.gz,BP3_1_GA-05-2h_G09_R2_001.fastq.gz,BP3_1_GA-05-8h_G09_R1_001.fastq.gz,BP3_1_GA-05-8h_G09_R2_001.fastq.gz
StrainAtlasProphage_360,GA-05_G10,1,,,Bacteroides_caccae,H255,BP3_1_GA-05-0h_G10_R1_001.fastq.gz,BP3_1_GA-05-0h_G10_R2_001.fastq.gz,BP3_1_GA-05-2h_G10_R1_001.fastq.gz,BP3_1_GA-05-2h_G10_R2_001.fastq.gz,BP3_1_GA-05-8h_G10_R1_001.fastq.gz,BP3_1_GA-05-8h_G10_R2_001.fastq.gz
StrainAtlasProphage_361,GA-05_G11,1,,,Bacteroides_ovatus,H270,BP3_1_GA-05-0h_G11_R1_001.fastq.gz,BP3_1_GA-05-0h_G11_R2_001.fastq.gz,BP3_1_GA-05-2h_G11_R1_001.fastq.gz,BP3_1_GA-05-2h_G11_R2_001.fastq.gz,BP3_1_GA-05-8h_G11_R1_001.fastq.gz,BP3_1_GA-05-8h_G11_R2_001.fastq.gz
StrainAtlasProphage_362,GA-05_G12,1,,,Parabacteroides_distasonis,H262,BP3_1_GA-05-0h_G12_R1_001.fastq.gz,BP3_1_GA-05-0h_G12_R2_001.fastq.gz,BP3_1_GA-05-2h_G12_R1_001.fastq.gz,BP3_1_GA-05-2h_G12_R2_001.fastq.gz,BP3_1_GA-05-8h_G12_R1_001.fastq.gz,BP3_1_GA-05-8h_G12_R2_001.fastq.gz
StrainAtlasProphage_363,GA-05_H02,1,,,Bacteroides_ovatus,P48,BP3_1_GA-05-0h_H02_R1_001.fastq.gz,BP3_1_GA-05-0h_H02_R2_001.fastq.gz,BP3_1_GA-05-2h_H02_R1_001.fastq.gz,BP3_1_GA-05-2h_H02_R2_001.fastq.gz,BP3_1_GA-05-8h_H02_R1_001.fastq.gz,BP3_1_GA-05-8h_H02_R2_001.fastq.gz
StrainAtlasProphage_364,GA-05_H05,1,,,Phocaeicola_dorei,H283,BP3_1_GA-05-0h_H05_R1_001.fastq.gz,BP3_1_GA-05-0h_H05_R2_001.fastq.gz,BP3_1_GA-05-2h_H05_R1_001.fastq.gz,BP3_1_GA-05-2h_H05_R2_001.fastq.gz,BP3_1_GA-05-8h_H05_R1_001.fastq.gz,BP3_1_GA-05-8h_H05_R2_001.fastq.gz
StrainAtlasProphage_365,GA-05_H06,1,,,Parabacteroides_distasonis,H251,BP3_1_GA-05-0h_H06_R1_001.fastq.gz,BP3_1_GA-05-0h_H06_R2_001.fastq.gz,BP3_1_GA-05-2h_H06_R1_001.fastq.gz,BP3_1_GA-05-2h_H06_R2_001.fastq.gz,BP3_1_GA-05-8h_H06_R1_001.fastq.gz,BP3_1_GA-05-8h_H06_R2_001.fastq.gz
StrainAtlasProphage_366,GA-05_H07,1,,,Bacteroides_uniformis,H273,BP3_1_GA-05-0h_H07_R1_001.fastq.gz,BP3_1_GA-05-0h_H07_R2_001.fastq.gz,BP3_1_GA-05-2h_H07_R1_001.fastq.gz,BP3_1_GA-05-2h_H07_R2_001.fastq.gz,BP3_1_GA-05-8h_H07_R1_001.fastq.gz,BP3_1_GA-05-8h_H07_R2_001.fastq.gz
StrainAtlasProphage_367,GA-05_H08,1,,,Parabacteroides_distasonis,H253,BP3_1_GA-05-0h_H08_R1_001.fastq.gz,BP3_1_GA-05-0h_H08_R2_001.fastq.gz,BP3_1_GA-05-2h_H08_R1_001.fastq.gz,BP3_1_GA-05-2h_H08_R2_001.fastq.gz,BP3_1_GA-05-8h_H08_R1_001.fastq.gz,BP3_1_GA-05-8h_H08_R2_001.fastq.gz
StrainAtlasProphage_368,GA-05_H10,1,,,Bacteroides_cellulosilyticus,H254,BP3_1_GA-05-0h_H10_R1_001.fastq.gz,BP3_1_GA-05-0h_H10_R2_001.fastq.gz,BP3_1_GA-05-2h_H10_R1_001.fastq.gz,BP3_1_GA-05-2h_H10_R2_001.fastq.gz,BP3_1_GA-05-8h_H10_R1_001.fastq.gz,BP3_1_GA-05-8h_H10_R2_001.fastq.gz
StrainAtlasProphage_369,GA-05_H11,1,,,Phocaeicola_vulgatus,H270,BP3_1_GA-05-0h_H11_R1_001.fastq.gz,BP3_1_GA-05-0h_H11_R2_001.fastq.gz,BP3_1_GA-05-2h_H11_R1_001.fastq.gz,BP3_1_GA-05-2h_H11_R2_001.fastq.gz,BP3_1_GA-05-8h_H11_R1_001.fastq.gz,BP3_1_GA-05-8h_H11_R2_001.fastq.gz
StrainAtlasProphage_370,YGA-03_A09,1,15,,Lacticaseibacillus_paracasei,H54,BP3_1_YGA-03-0h_A09_R1_001.fastq.gz,BP3_1_YGA-03-0h_A09_R2_001.fastq.gz,BP3_1_YGA-03-2h_A09_R1_001.fastq.gz,BP3_1_YGA-03-2h_A09_R2_001.fastq.gz,BP3_1_YGA-03-8h_A09_R1_001.fastq.gz,BP3_1_YGA-03-8h_A09_R2_001.fastq.gz
StrainAtlasProphage_371,YGA-03_A11,1,10,,Enterococcus_A_avium,P57,BP3_1_YGA-03-0h_A11_R1_001.fastq.gz,BP3_1_YGA-03-0h_A11_R2_001.fastq.gz,BP3_1_YGA-03-2h_A11_R1_001.fastq.gz,BP3_1_YGA-03-2h_A11_R2_001.fastq.gz,BP3_1_YGA-03-8h_A11_R1_001.fastq.gz,BP3_1_YGA-03-8h_A11_R2_001.fastq.gz
StrainAtlasProphage_372,YGA-03_B03,1,,,Lacticaseibacillus_rhamnosus,52-1,BP3_1_YGA-03-0h_B03_R1_001.fastq.gz,BP3_1_YGA-03-0h_B03_R2_001.fastq.gz,BP3_1_YGA-03-2h_B03_R1_001.fastq.gz,BP3_1_YGA-03-2h_B03_R2_001.fastq.gz,BP3_1_YGA-03-8h_B03_R1_001.fastq.gz,BP3_1_YGA-03-8h_B03_R2_001.fastq.gz
StrainAtlasProphage_373,YGA-03_B04,1,,,Pediococcus_pentosaceus,P62,BP3_1_YGA-03-0h_B04_R1_001.fastq.gz,BP3_1_YGA-03-0h_B04_R2_001.fastq.gz,BP3_1_YGA-03-2h_B04_R1_001.fastq.gz,BP3_1_YGA-03-2h_B04_R2_001.fastq.gz,BP3_1_YGA-03-8h_B04_R1_001.fastq.gz,BP3_1_YGA-03-8h_B04_R2_001.fastq.gz
StrainAtlasProphage_374,YGA-03_B06,1,,,Bifidobacterium_pseudocatenulatum,120-1,BP3_1_YGA-03-0h_B06_R1_001.fastq.gz,BP3_1_YGA-03-0h_B06_R2_001.fastq.gz,BP3_1_YGA-03-2h_B06_R1_001.fastq.gz,BP3_1_YGA-03-2h_B06_R2_001.fastq.gz,BP3_1_YGA-03-8h_B06_R1_001.fastq.gz,BP3_1_YGA-03-8h_B06_R2_001.fastq.gz
StrainAtlasProphage_375,YGA-03_B07,1,10,,Lacticaseibacillus_rhamnosus,111-2,BP3_1_YGA-03-0h_B07_R1_001.fastq.gz,BP3_1_YGA-03-0h_B07_R2_001.fastq.gz,BP3_1_YGA-03-2h_B07_R1_001.fastq.gz,BP3_1_YGA-03-2h_B07_R2_001.fastq.gz,BP3_1_YGA-03-8h_B07_R1_001.fastq.gz,BP3_1_YGA-03-8h_B07_R2_001.fastq.gz
StrainAtlasProphage_376,YGA-03_B08,1,,,Bifidobacterium_longum,P32,BP3_1_YGA-03-0h_B08_R1_001.fastq.gz,BP3_1_YGA-03-0h_B08_R2_001.fastq.gz,BP3_1_YGA-03-2h_B08_R1_001.fastq.gz,BP3_1_YGA-03-2h_B08_R2_001.fastq.gz,BP3_1_YGA-03-8h_B08_R1_001.fastq.gz,BP3_1_YGA-03-8h_B08_R2_001.fastq.gz
